createTimestamp,asOfDateGmt,chronologicalAge,bmi,rhr,totalVigorousDays,totalVigorousIMs,numOfWeeksForIM,healthyBmi,healthyFat,vo2MaxForHealthyActive,biometricVo2Max,currentBioAge,healthyAllBioAge,healthyActiveBioAge,weightDataLastEntryDate,rhrLastEntryDate
2025-08-06T06:45:35.979,2025-08-06,28,20.453086419753085,57,13,617,6,22.29496402877698,22.3,42.52205825520557,44.25396992285664,24.152462157817652,24.465323518163466,25.22986641056979,2024-06-24,2025-08-06
2025-08-07T21:52:51.23,2025-08-07,28,20.453086419753085,57,14,658,6,22.29496402877698,22.3,42.52205825520557,44.25396992285664,24.152462157817652,24.465323518163466,25.22986641056979,2024-06-24,2025-08-07
2025-08-07T23:31:38.642,2025-08-08,28,20.453086419753085,57,13,626,6,22.29496402877698,22.3,42.52205825520557,44.25396992285664,24.152462157817652,24.465323518163466,25.22986641056979,2024-06-24,2025-08-08
2025-08-15T07:40:00.938,2025-08-09,28,20.453086419753085,57,13,627,6,22.29496402877698,22.3,42.52205825520557,44.25396992285664,24.152462157817652,24.465323518163466,25.22986641056979,2024-06-24,2025-08-09
2025-08-15T07:47:14.309,2025-08-10,28,20.453086419753085,57,13,627,6,22.29496402877698,22.3,42.52205825520557,44.25396992285664,24.152462157817652,24.465323518163466,25.22986641056979,2024-06-24,2025-08-14
2025-08-15T07:47:14.309,2025-08-11,28,20.453086419753085,57,13,627,6,22.29496402877698,22.3,42.52205825520557,44.25396992285664,24.152462157817652,24.465323518163466,25.22986641056979,2024-06-24,2025-08-14
2025-08-15T07:47:19.294,2025-08-12,28,20.453086419753085,57,13,627,6,22.29496402877698,22.3,42.52205825520557,44.25396992285664,24.152462157817652,24.465323518163466,25.22986641056979,2024-06-24,2025-08-14
2025-08-15T07:47:19.294,2025-08-13,28,20.453086419753085,57,13,629,6,22.29496402877698,22.3,42.52205825520557,44.25396992285664,24.152462157817652,24.465323518163466,25.22986641056979,2024-06-24,2025-08-14
2025-08-15T07:47:19.294,2025-08-14,28,20.453086419753085,57,13,629,6,22.29496402877698,22.3,42.52205825520557,44.25396992285664,24.152462157817652,24.465323518163466,25.22986641056979,2024-06-24,2025-08-14
2025-08-15T07:47:19.294,2025-08-15,28,20.453086419753085,57,13,629,6,22.29496402877698,22.3,42.52205825520557,44.25396992285664,24.152462157817652,24.465323518163466,25.22986641056979,2024-06-24,2025-08-14
